model,dataset,lookback,horizon,seed,test_mse,test_mae,val_mse,params,flops_per_series,sec_per_epoch,peak_gpu_mem_mb,epochs_run,lookback_label
patchtst,ETTm1,96,192,2021,0.371639,0.392339,0.520682,216450,0,14.3437,105.0,8,L96
patchtst,ETTm1,96,192,2022,0.366054,0.389076,0.521546,216450,0,12.418,105.0,7,L96
patchtst,ETTm1,96,192,2023,0.369084,0.390868,0.52385,216450,0,15.4013,105.0,6,L96
naive,ETTm1,96,336,2021,1.286579,0.707238,1.510174,0,0,0.0,68.4,0,L96
naive,ETTm1,96,336,2022,1.286579,0.707238,1.510174,0,0,0.0,68.4,0,L96
naive,ETTm1,96,336,2023,1.286579,0.707238,1.510174,0,0,0.0,68.4,0,L96
nlinear,ETTm1,96,336,2021,0.423123,0.413056,0.687829,32592,64512,2.9341,70.8,10,L96
nlinear,ETTm1,96,336,2022,0.423069,0.41206,0.687408,32592,64512,2.971,70.8,6,L96
nlinear,ETTm1,96,336,2023,0.425897,0.414657,0.687213,32592,64512,2.9599,70.8,7,L96
dlinear,ETTm1,96,336,2021,0.41291,0.412813,0.63535,65184,129024,3.4354,71.7,8,L96
dlinear,ETTm1,96,336,2022,0.412549,0.412736,0.635068,65184,129024,3.779,71.7,10,L96
dlinear,ETTm1,96,336,2023,0.413091,0.414475,0.633006,65184,129024,3.8569,71.7,8,L96
rlinear,ETTm1,96,336,2021,0.423822,0.413949,0.688087,32594,64512,4.2375,70.8,10,L96
rlinear,ETTm1,96,336,2022,0.423105,0.413104,0.687413,32594,64512,3.9541,70.8,6,L96
rlinear,ETTm1,96,336,2023,0.424504,0.414279,0.687646,32594,64512,3.9149,70.8,7,L96
fits,ETTm1,96,336,2021,0.428671,0.416915,0.694291,1404,5184,3.5056,70.7,6,L96
fits,ETTm1,96,336,2022,0.428776,0.417195,0.694511,1404,5184,3.6594,70.7,6,L96
fits,ETTm1,96,336,2023,0.428852,0.417092,0.694709,1404,5184,4.3165,70.7,5,L96
patchtst,ETTm1,96,336,2021,0.389558,0.405865,0.667125,327186,0,12.9456,107.2,5,L96
patchtst,ETTm1,96,336,2022,0.392178,0.406705,0.659353,327186,0,15.3859,107.2,6,L96
patchtst,ETTm1,96,336,2023,0.392092,0.407977,0.666866,327186,0,12.232,107.2,8,L96
naive,ETTm1,96,720,2021,1.322312,0.729468,1.832082,0,0,0.0,69.8,0,L96
naive,ETTm1,96,720,2022,1.322312,0.729468,1.832082,0,0,0.0,69.8,0,L96
naive,ETTm1,96,720,2023,1.322312,0.729468,1.832082,0,0,0.0,69.8,0,L96
nlinear,ETTm1,96,720,2021,0.485829,0.448005,1.006933,69840,138240,3.1216,73.5,8,L96
nlinear,ETTm1,96,720,2022,0.485794,0.448266,1.007342,69840,138240,3.3183,73.5,7,L96
nlinear,ETTm1,96,720,2023,0.485788,0.448087,1.006646,69840,138240,3.3389,73.5,6,L96
dlinear,ETTm1,96,720,2021,0.473932,0.453305,0.872644,139680,276480,3.7347,75.3,5,L96
dlinear,ETTm1,96,720,2022,0.471283,0.448732,0.879462,139680,276480,3.7535,75.3,10,L96
dlinear,ETTm1,96,720,2023,0.477906,0.458208,0.862249,139680,276480,3.6315,75.3,5,L96
rlinear,ETTm1,96,720,2021,0.486833,0.449085,1.00835,69842,138240,3.5318,74.3,8,L96
rlinear,ETTm1,96,720,2022,0.486782,0.448477,1.007762,69842,138240,3.5195,74.3,6,L96
rlinear,ETTm1,96,720,2023,0.487042,0.44907,1.007694,69842,138240,3.8492,74.3,6,L96
fits,ETTm1,96,720,2021,0.488442,0.449684,1.01154,2652,9792,4.7787,73.9,5,L96
fits,ETTm1,96,720,2022,0.488679,0.450124,1.012002,2652,9792,4.7743,73.9,8,L96
fits,ETTm1,96,720,2023,0.488596,0.450007,1.011923,2652,9792,4.7778,73.9,5,L96
patchtst,ETTm1,96,720,2021,0.452487,0.44255,0.977533,622482,0,14.7574,112.8,7,L96
patchtst,ETTm1,96,720,2022,0.450419,0.441702,0.97671,622482,0,12.1572,113.0,6,L96
patchtst,ETTm1,96,720,2023,0.449509,0.441732,0.968608,622482,0,14.7656,113.0,9,L96
naive,ETTm2,96,96,2021,0.266462,0.327765,0.206417,0,0,0.0,67.5,0,L96
naive,ETTm2,96,96,2022,0.266462,0.327765,0.206417,0,0,0.0,67.5,0,L96
naive,ETTm2,96,96,2023,0.266462,0.327765,0.206417,0,0,0.0,67.5,0,L96
nlinear,ETTm2,96,96,2021,0.183199,0.266286,0.128663,9312,18432,2.3159,69.2,7,L96
nlinear,ETTm2,96,96,2022,0.183165,0.265647,0.128049,9312,18432,2.2879,69.2,7,L96
nlinear,ETTm2,96,96,2023,0.183401,0.26735,0.128788,9312,18432,2.5243,69.2,6,L96
dlinear,ETTm2,96,96,2021,0.193071,0.291572,0.132348,18624,36864,2.7776,69.5,9,L96
dlinear,ETTm2,96,96,2022,0.189571,0.285201,0.130685,18624,36864,2.8078,69.5,7,L96
dlinear,ETTm2,96,96,2023,0.189649,0.284621,0.131071,18624,36864,3.3556,69.5,4,L96
rlinear,ETTm2,96,96,2021,0.182519,0.265508,0.127993,9314,18432,3.7635,69.1,9,L96
rlinear,ETTm2,96,96,2022,0.182628,0.265698,0.12808,9314,18432,3.7702,69.1,8,L96
rlinear,ETTm2,96,96,2023,0.182606,0.265671,0.128118,9314,18432,3.5338,69.1,11,L96
fits,ETTm2,96,96,2021,0.185674,0.269251,0.130087,624,2304,3.2823,68.7,5,L96
fits,ETTm2,96,96,2022,0.18583,0.269492,0.13014,624,2304,3.2825,68.7,5,L96
fits,ETTm2,96,96,2023,0.185636,0.269267,0.129993,624,2304,3.1682,68.7,5,L96
patchtst,ETTm2,96,96,2021,0.177421,0.260363,0.124482,142626,0,13.1802,103.6,5,L96
patchtst,ETTm2,96,96,2022,0.178023,0.261099,0.12419,142626,0,12.6996,103.6,8,L96
patchtst,ETTm2,96,96,2023,0.176121,0.260281,0.12448,142626,0,14.4111,103.6,7,L96
naive,ETTm2,96,192,2021,0.34,0.370673,0.252151,0,0,0.0,67.9,0,L96
naive,ETTm2,96,192,2022,0.34,0.370673,0.252151,0,0,0.0,67.9,0,L96
naive,ETTm2,96,192,2023,0.34,0.370673,0.252151,0,0,0.0,67.9,0,L96
nlinear,ETTm2,96,192,2021,0.246949,0.304747,0.171561,18624,36864,2.8501,69.8,6,L96
nlinear,ETTm2,96,192,2022,0.247084,0.305022,0.17167,18624,36864,3.055,69.8,7,L96
nlinear,ETTm2,96,192,2023,0.247392,0.305739,0.172275,18624,36864,2.8066,69.8,8,L96
dlinear,ETTm2,96,192,2021,0.270403,0.347308,0.181178,37248,73728,3.5598,70.4,4,L96
dlinear,ETTm2,96,192,2022,0.280252,0.357665,0.185244,37248,73728,3.9154,70.4,6,L96
dlinear,ETTm2,96,192,2023,0.267864,0.33755,0.180592,37248,73728,3.9364,70.4,4,L96
rlinear,ETTm2,96,192,2021,0.247179,0.305571,0.172407,18626,36864,4.3487,69.8,6,L96
rlinear,ETTm2,96,192,2022,0.2473,0.305473,0.172194,18626,36864,4.1199,69.8,7,L96
rlinear,ETTm2,96,192,2023,0.247178,0.305531,0.172359,18626,36864,3.6053,69.8,9,L96
fits,ETTm2,96,192,2021,0.249078,0.307299,0.173358,936,3456,3.3852,69.5,5,L96
fits,ETTm2,96,192,2022,0.248801,0.306999,0.173199,936,3456,3.3244,69.5,7,L96
fits,ETTm2,96,192,2023,0.2488,0.307064,0.173326,936,3456,3.4519,69.5,7,L96
patchtst,ETTm2,96,192,2021,0.247693,0.306873,0.169539,216450,0,12.3636,105.0,5,L96
patchtst,ETTm2,96,192,2022,0.242929,0.301457,0.16868,216450,0,14.6836,105.0,5,L96
patchtst,ETTm2,96,192,2023,0.243227,0.304276,0.169392,216450,0,14.3114,105.0,5,L96
naive,ETTm2,96,336,2021,0.412055,0.409911,0.303116,0,0,0.0,68.4,0,L96
naive,ETTm2,96,336,2022,0.412055,0.409911,0.303116,0,0,0.0,68.4,0,L96
naive,ETTm2,96,336,2023,0.412055,0.409911,0.303116,0,0,0.0,68.4,0,L96
nlinear,ETTm2,96,336,2021,0.308372,0.344234,0.218733,32592,64512,2.9401,70.8,9,L96
nlinear,ETTm2,96,336,2022,0.308849,0.344755,0.21924,32592,64512,2.9979,70.8,5,L96
nlinear,ETTm2,96,336,2023,0.308297,0.344001,0.218289,32592,64512,2.9843,70.8,7,L96
dlinear,ETTm2,96,336,2021,0.364789,0.413734,0.243094,65184,129024,3.6609,71.7,8,L96
dlinear,ETTm2,96,336,2022,0.335798,0.388756,0.230562,65184,129024,3.8064,71.7,4,L96
dlinear,ETTm2,96,336,2023,0.343826,0.396394,0.233576,65184,129024,3.8985,71.7,7,L96
rlinear,ETTm2,96,336,2021,0.308157,0.343707,0.219777,32594,64512,4.2463,70.8,7,L96
rlinear,ETTm2,96,336,2022,0.308812,0.344165,0.219798,32594,64512,4.1522,70.8,6,L96
rlinear,ETTm2,96,336,2023,0.308507,0.344072,0.219747,32594,64512,4.0255,70.8,7,L96
fits,ETTm2,96,336,2021,0.308735,0.344042,0.218538,1404,5184,3.4099,70.7,6,L96
fits,ETTm2,96,336,2022,0.308587,0.343808,0.218454,1404,5184,3.503,70.7,7,L96
fits,ETTm2,96,336,2023,0.308561,0.3438,0.218543,1404,5184,3.491,70.7,5,L96
patchtst,ETTm2,96,336,2021,0.316241,0.352612,0.218956,327186,0,14.5949,107.2,6,L96
patchtst,ETTm2,96,336,2022,0.30809,0.344948,0.216767,327186,0,12.31,107.2,5,L96
patchtst,ETTm2,96,336,2023,0.305993,0.344325,0.216579,327186,0,13.7347,107.2,4,L96
naive,ETTm2,96,720,2021,0.521559,0.465622,0.381235,0,0,0.0,69.8,0,L96
naive,ETTm2,96,720,2022,0.521559,0.465622,0.381235,0,0,0.0,69.8,0,L96
naive,ETTm2,96,720,2023,0.521559,0.465622,0.381235,0,0,0.0,69.8,0,L96
nlinear,ETTm2,96,720,2021,0.408844,0.399847,0.290291,69840,138240,3.3395,73.5,8,L96
nlinear,ETTm2,96,720,2022,0.40879,0.399782,0.290343,69840,138240,3.3045,73.5,10,L96
nlinear,ETTm2,96,720,2023,0.409047,0.39994,0.290506,69840,138240,3.1686,73.5,7,L96
dlinear,ETTm2,96,720,2021,0.53952,0.51257,0.349355,139680,276480,3.6459,75.3,7,L96
dlinear,ETTm2,96,720,2022,0.573678,0.532573,0.36437,139680,276480,3.5244,75.3,4,L96
dlinear,ETTm2,96,720,2023,0.468831,0.469971,0.318244,139680,276480,3.6162,75.3,5,L96
rlinear,ETTm2,96,720,2021,0.408502,0.399399,0.290636,69842,138240,4.0146,74.3,18,L96
rlinear,ETTm2,96,720,2022,0.408725,0.399485,0.290693,69842,138240,4.1964,74.3,7,L96
rlinear,ETTm2,96,720,2023,0.408529,0.39934,0.290539,69842,138240,4.2333,74.3,7,L96
fits,ETTm2,96,720,2021,0.409028,0.398845,0.289602,2652,9792,3.9949,73.9,4,L96
fits,ETTm2,96,720,2022,0.408254,0.398568,0.289462,2652,9792,4.2723,73.9,7,L96
fits,ETTm2,96,720,2023,0.408518,0.398554,0.289472,2652,9792,4.2734,73.9,5,L96
patchtst,ETTm2,96,720,2021,0.411644,0.40892,0.288717,622482,0,12.3012,112.8,5,L96
patchtst,ETTm2,96,720,2022,0.404327,0.403113,0.291101,622482,0,14.8038,113.0,4,L96
patchtst,ETTm2,96,720,2023,0.406356,0.403897,0.286637,622482,0,15.3435,113.0,4,L96
naive,weather,96,96,2021,0.259125,0.254221,0.890019,0,0,0.0,68.4,0,L96
naive,weather,96,96,2022,0.259125,0.254221,0.890019,0,0,0.0,68.4,0,L96
naive,weather,96,96,2023,0.259125,0.254221,0.890019,0,0,0.0,68.4,0,L96
nlinear,weather,96,96,2021,0.19522,0.233946,0.484119,9312,18432,2.8623,70.9,11,L96
nlinear,weather,96,96,2022,0.194841,0.233876,0.484044,9312,18432,2.861,70.9,8,L96
nlinear,weather,96,96,2023,0.194923,0.234422,0.483913,9312,18432,2.839,70.9,8,L96
dlinear,weather,96,96,2021,0.195591,0.255008,0.461365,18624,36864,3.7797,71.6,8,L96
dlinear,weather,96,96,2022,0.194922,0.253427,0.461652,18624,36864,4.235,71.6,7,L96
dlinear,weather,96,96,2023,0.199388,0.261675,0.461591,18624,36864,4.2833,71.6,5,L96
rlinear,weather,96,96,2021,0.194983,0.234015,0.48203,9314,18432,4.7804,70.6,11,L96
rlinear,weather,96,96,2022,0.194258,0.233724,0.481785,9314,18432,3.9938,70.6,8,L96
rlinear,weather,96,96,2023,0.194866,0.234106,0.482004,9314,18432,3.9275,70.6,8,L96
fits,weather,96,96,2021,0.197209,0.237526,0.490025,624,2304,4.7099,71.9,19,L96
fits,weather,96,96,2022,0.197402,0.237546,0.489822,624,2304,5.1569,71.9,20,L96
fits,weather,96,96,2023,0.197317,0.237439,0.489897,624,2304,5.6872,71.9,19,L96
patchtst,weather,96,96,2021,0.176572,0.218281,0.435296,142626,0,17.9712,171.0,8,L96
patchtst,weather,96,96,2022,0.17447,0.215424,0.423696,142626,0,18.0349,171.0,10,L96
patchtst,weather,96,96,2023,0.175344,0.217146,0.429866,142626,0,17.9534,171.0,11,L96
naive,weather,96,192,2021,0.309216,0.29175,0.928036,0,0,0.0,69.4,0,L96
naive,weather,96,192,2022,0.309216,0.29175,0.928036,0,0,0.0,69.4,0,L96
naive,weather,96,192,2023,0.309216,0.29175,0.928036,0,0,0.0,69.4,0,L96
nlinear,weather,96,192,2021,0.241135,0.270952,0.559444,18624,36864,3.4047,72.6,11,L96
nlinear,weather,96,192,2022,0.24115,0.27118,0.559165,18624,36864,2.8825,72.6,9,L96
nlinear,weather,96,192,2023,0.241138,0.270918,0.559385,18624,36864,2.925,72.6,10,L96
dlinear,weather,96,192,2021,0.245714,0.30619,0.519214,37248,73728,3.4325,73.7,5,L96
dlinear,weather,96,192,2022,0.236984,0.295271,0.518371,37248,73728,3.492,73.7,8,L96
dlinear,weather,96,192,2023,0.249797,0.315272,0.517978,37248,73728,4.4416,73.7,4,L96
rlinear,weather,96,192,2021,0.240222,0.270155,0.556463,18626,36864,4.826,72.8,7,L96
rlinear,weather,96,192,2022,0.239838,0.269687,0.556193,18626,36864,4.9649,72.8,9,L96
rlinear,weather,96,192,2023,0.24004,0.270009,0.556114,18626,36864,3.9511,72.8,9,L96
fits,weather,96,192,2021,0.241955,0.272774,0.563388,936,3456,4.0916,74.3,19,L96
fits,weather,96,192,2022,0.241934,0.272788,0.563434,936,3456,5.0116,74.3,20,L96
fits,weather,96,192,2023,0.241881,0.272688,0.563597,936,3456,4.21,74.3,20,L96
patchtst,weather,96,192,2021,0.221209,0.257841,0.498871,216450,0,18.0518,172.9,10,L96
patchtst,weather,96,192,2022,0.221507,0.257627,0.498805,216450,0,18.0945,172.9,9,L96
patchtst,weather,96,192,2023,0.221123,0.258303,0.495178,216450,0,18.0994,172.9,9,L96
naive,weather,96,336,2021,0.376412,0.337716,1.043232,0,0,0.0,71.0,0,L96
naive,weather,96,336,2022,0.376412,0.337716,1.043232,0,0,0.0,71.0,0,L96
naive,weather,96,336,2023,0.376412,0.337716,1.043232,0,0,0.0,71.0,0,L96
nlinear,weather,96,336,2021,0.293319,0.307776,0.647992,32592,64512,3.3269,75.1,10,L96
nlinear,weather,96,336,2022,0.293051,0.307792,0.648028,32592,64512,3.6841,75.1,6,L96
nlinear,weather,96,336,2023,0.293139,0.307599,0.647884,32592,64512,3.4739,75.1,11,L96
dlinear,weather,96,336,2021,0.286703,0.337624,0.578123,65184,129024,4.4279,76.8,5,L96
dlinear,weather,96,336,2022,0.282595,0.333088,0.578063,65184,129024,3.6431,76.8,7,L96
dlinear,weather,96,336,2023,0.28479,0.336207,0.578654,65184,129024,3.4293,76.8,5,L96
rlinear,weather,96,336,2021,0.290852,0.306157,0.64315,32594,64512,3.9735,76.5,5,L96
rlinear,weather,96,336,2022,0.291284,0.3063,0.642387,32594,64512,4.069,76.5,6,L96
rlinear,weather,96,336,2023,0.291749,0.306211,0.642435,32594,64512,4.102,76.5,8,L96
fits,weather,96,336,2021,0.293536,0.308601,0.650584,1404,5184,4.9659,77.9,19,L96
fits,weather,96,336,2022,0.293484,0.308578,0.650114,1404,5184,4.3298,77.9,19,L96
fits,weather,96,336,2023,0.293625,0.30862,0.650568,1404,5184,4.6403,77.9,20,L96
patchtst,weather,96,336,2021,0.278923,0.299343,0.590385,327186,0,18.2401,175.9,8,L96
patchtst,weather,96,336,2022,0.278216,0.298722,0.586078,327186,0,18.2072,175.9,7,L96
patchtst,weather,96,336,2023,0.277334,0.297722,0.588648,327186,0,18.1576,175.9,10,L96
naive,weather,96,720,2021,0.4652,0.39352,1.229541,0,0,0.0,75.1,0,L96
naive,weather,96,720,2022,0.4652,0.39352,1.229541,0,0,0.0,75.1,0,L96
naive,weather,96,720,2023,0.4652,0.39352,1.229541,0,0,0.0,75.1,0,L96
nlinear,weather,96,720,2021,0.366142,0.355393,0.769552,69840,138240,3.9468,82.5,10,L96
nlinear,weather,96,720,2022,0.3656,0.355507,0.768671,69840,138240,3.8793,82.5,7,L96
nlinear,weather,96,720,2023,0.366494,0.355621,0.769592,69840,138240,3.8721,82.5,9,L96
dlinear,weather,96,720,2021,0.350582,0.387372,0.656672,139680,276480,3.8456,86.1,5,L96
dlinear,weather,96,720,2022,0.35346,0.392333,0.652938,139680,276480,3.7195,86.1,5,L96
dlinear,weather,96,720,2023,0.344853,0.380756,0.658418,139680,276480,3.6734,86.1,8,L96
rlinear,weather,96,720,2021,0.364198,0.35293,0.76157,69842,138240,4.069,86.4,10,L96
rlinear,weather,96,720,2022,0.363562,0.352862,0.761168,69842,138240,4.9459,86.4,6,L96
rlinear,weather,96,720,2023,0.364308,0.352958,0.761876,69842,138240,5.1505,86.4,10,L96
fits,weather,96,720,2021,0.366119,0.35497,0.770886,2652,9792,4.6887,88.5,20,L96
fits,weather,96,720,2022,0.36614,0.355006,0.770742,2652,9792,4.6224,88.5,19,L96
fits,weather,96,720,2023,0.366166,0.355021,0.770816,2652,9792,4.6722,88.5,20,L96
patchtst,weather,96,720,2021,0.353704,0.348344,0.719287,622482,0,23.2713,184.1,9,L96
patchtst,weather,96,720,2022,0.355937,0.349967,0.725626,622482,0,23.4991,184.1,10,L96
patchtst,weather,96,720,2023,0.355321,0.348522,0.722289,622482,0,18.7588,184.1,7,L96
freqlite,ETTh1,336,96,2021,0.374102,0.394628,0.672235,64997,185420,1.9887,72.5,6,L336
freqlite,ETTh1,336,96,2022,0.372302,0.393909,0.672008,64997,185420,1.9865,72.5,7,L336
freqlite,ETTh1,336,96,2023,0.373516,0.394991,0.671459,64997,185420,1.7912,72.5,6,L336
freqlite,ETTh1,336,192,2021,0.405976,0.413372,0.916740,129989,314444,1.5674,74.0,9,L336
freqlite,ETTh1,336,192,2022,0.415707,0.422847,0.916012,129989,314444,1.5482,74.0,4,L336
freqlite,ETTh1,336,192,2023,0.407131,0.414160,0.915728,129989,314444,1.5412,74.0,7,L336
freqlite,ETTh1,336,336,2021,0.431350,0.429974,1.149181,227477,507980,1.6228,76.8,8,L336
freqlite,ETTh1,336,336,2022,0.432641,0.431365,1.143914,227477,507980,1.5502,76.8,6,L336
freqlite,ETTh1,336,336,2023,0.431090,0.429903,1.150572,227477,507980,1.5552,76.8,7,L336
freqlite,ETTh1,336,720,2021,0.446816,0.460699,1.415669,487445,1024076,1.5464,85.8,5,L336
freqlite,ETTh1,336,720,2022,0.442793,0.457730,1.414282,487445,1024076,1.5076,85.8,8,L336
freqlite,ETTh1,336,720,2023,0.442551,0.457634,1.416597,487445,1024076,1.4703,85.8,9,L336
freqlite,ETTh2,336,96,2021,0.274955,0.336427,0.204194,64997,185420,1.9551,72.5,7,L336
freqlite,ETTh2,336,96,2022,0.274069,0.336486,0.204902,64997,185420,2.1035,72.5,9,L336
freqlite,ETTh2,336,96,2023,0.275353,0.336466,0.204408,64997,185420,2.1277,72.5,7,L336
freqlite,ETTh2,336,192,2021,0.346189,0.382935,0.267810,129989,314444,2.1087,74.0,5,L336
freqlite,ETTh2,336,192,2022,0.335785,0.377487,0.270132,129989,314444,2.0149,74.0,10,L336
freqlite,ETTh2,336,192,2023,0.339506,0.381036,0.272146,129989,314444,2.0857,74.0,5,L336
freqlite,ETTh2,336,336,2021,0.361204,0.401657,0.357146,227477,507980,2.0893,76.8,7,L336
freqlite,ETTh2,336,336,2022,0.361163,0.401587,0.357596,227477,507980,1.6066,76.8,7,L336
freqlite,ETTh2,336,336,2023,0.362564,0.402315,0.356129,227477,507980,1.5001,76.8,7,L336
freqlite,ETTh2,336,720,2021,0.391401,0.429730,0.604094,487445,1024076,1.4883,85.8,20,L336
freqlite,ETTh2,336,720,2022,0.394338,0.430854,0.603071,487445,1024076,1.5060,85.8,5,L336
freqlite,ETTh2,336,720,2023,0.391731,0.429836,0.603249,487445,1024076,1.4693,85.8,8,L336
freqlite,ETTm1,336,96,2021,0.301453,0.343284,0.387298,64997,185420,7.1397,72.5,9,L336
freqlite,ETTm1,336,96,2022,0.303169,0.344409,0.388092,64997,185420,8.8624,72.5,7,L336
freqlite,ETTm1,336,96,2023,0.302016,0.343462,0.388449,64997,185420,6.8447,72.5,8,L336
freqlite,ETTm1,336,192,2021,0.340980,0.367107,0.503310,129989,314444,6.5506,74.0,6,L336
freqlite,ETTm1,336,192,2022,0.343815,0.370518,0.506773,129989,314444,6.8387,74.0,4,L336
freqlite,ETTm1,336,192,2023,0.335977,0.363564,0.506257,129989,314444,8.8037,74.0,11,L336
freqlite,ETTm1,336,336,2021,0.372117,0.383983,0.650934,227477,507980,6.5677,76.8,7,L336
freqlite,ETTm1,336,336,2022,0.372393,0.384889,0.648804,227477,507980,6.6825,76.8,7,L336
freqlite,ETTm1,336,336,2023,0.371106,0.383977,0.650183,227477,507980,8.2951,76.8,9,L336
freqlite,ETTm1,336,720,2021,0.428574,0.417239,0.960230,487445,1024076,8.0411,85.8,7,L336
freqlite,ETTm1,336,720,2022,0.427842,0.416364,0.960316,487445,1024076,6.6300,85.8,10,L336
freqlite,ETTm1,336,720,2023,0.427540,0.416263,0.960189,487445,1024076,8.1090,85.8,9,L336
freqlite,ETTm2,336,96,2021,0.164272,0.252967,0.116313,64997,185420,8.0442,72.5,9,L336
freqlite,ETTm2,336,96,2022,0.163334,0.252281,0.116044,64997,185420,6.2217,72.5,7,L336
freqlite,ETTm2,336,96,2023,0.164555,0.253048,0.116254,64997,185420,6.4581,72.5,7,L336
freqlite,ETTm2,336,192,2021,0.219296,0.290582,0.155917,129989,314444,7.8301,74.0,20,L336
freqlite,ETTm2,336,192,2022,0.219335,0.290442,0.155842,129989,314444,6.9398,74.0,9,L336
freqlite,ETTm2,336,192,2023,0.219534,0.290361,0.155728,129989,314444,8.8816,74.0,10,L336
freqlite,ETTm2,336,336,2021,0.274312,0.325894,0.198814,227477,507980,6.5286,76.8,5,L336
freqlite,ETTm2,336,336,2022,0.273514,0.325618,0.198832,227477,507980,6.5383,76.8,9,L336
freqlite,ETTm2,336,336,2023,0.272716,0.325223,0.199073,227477,507980,8.3885,76.8,9,L336
freqlite,ETTm2,336,720,2021,0.368750,0.383051,0.264712,487445,1024076,8.5638,85.8,5,L336
freqlite,ETTm2,336,720,2022,0.374072,0.384772,0.264622,487445,1024076,6.5512,85.8,4,L336
freqlite,ETTm2,336,720,2023,0.367212,0.382032,0.264707,487445,1024076,6.7159,85.8,7,L336
freqlite,weather,336,96,2021,0.174525,0.224287,0.436985,64997,185420,9.8662,81.2,8,L336
freqlite,weather,336,96,2022,0.173946,0.223712,0.436595,64997,185420,10.4778,81.2,8,L336
freqlite,weather,336,96,2023,0.174059,0.223275,0.436228,64997,185420,7.2083,81.2,8,L336
freqlite,weather,336,192,2021,0.217178,0.259449,0.503911,129989,314444,8.2530,83.6,7,L336
freqlite,weather,336,192,2022,0.217870,0.260355,0.504730,129989,314444,9.3792,83.6,9,L336
freqlite,weather,336,192,2023,0.217791,0.260579,0.504912,129989,314444,7.1748,83.6,6,L336
freqlite,weather,336,336,2021,0.265416,0.294771,0.583654,227477,507980,7.4827,89.8,6,L336
freqlite,weather,336,336,2022,0.265164,0.294786,0.583406,227477,507980,8.8645,89.8,8,L336
freqlite,weather,336,336,2023,0.265485,0.295185,0.583811,227477,507980,9.0388,89.8,9,L336
freqlite,weather,336,720,2021,0.333312,0.342054,0.681385,487445,1024076,7.8544,108.6,13,L336
freqlite,weather,336,720,2022,0.333670,0.342457,0.681289,487445,1024076,9.9950,108.6,9,L336
freqlite,weather,336,720,2023,0.333192,0.341946,0.681067,487445,1024076,8.0994,108.6,10,L336
freqlite,ETTh1,96,96,2021,0.386561,0.394426,0.699807,18917,49507,1.6518,69.6,7,L96
freqlite,ETTh1,96,96,2022,0.386569,0.394211,0.700226,18917,49507,1.6764,69.6,7,L96
freqlite,ETTh1,96,96,2023,0.385837,0.393791,0.701554,18917,49507,2.0232,69.6,20,L96
freqlite,ETTh1,96,192,2021,0.437571,0.423592,0.999319,37829,86371,2.1456,70.8,8,L96
freqlite,ETTh1,96,192,2022,0.437268,0.423509,0.999729,37829,86371,1.6923,70.8,9,L96
freqlite,ETTh1,96,192,2023,0.437189,0.423366,0.999857,37829,86371,2.1581,70.8,16,L96
freqlite,ETTh1,96,336,2021,0.480718,0.446060,1.287998,66197,141667,1.6493,73.0,20,L96
freqlite,ETTh1,96,336,2022,0.480873,0.446135,1.288189,66197,141667,1.6069,73.0,20,L96
freqlite,ETTh1,96,336,2023,0.480773,0.446072,1.288063,66197,141667,1.6171,73.0,20,L96
freqlite,ETTh1,96,720,2021,0.482166,0.470403,1.557018,141845,289123,1.9338,79.1,18,L96
freqlite,ETTh1,96,720,2022,0.482264,0.470460,1.556849,141845,289123,2.0688,79.1,16,L96
freqlite,ETTh1,96,720,2023,0.482333,0.470472,1.556979,141845,289123,2.0693,79.1,20,L96
freqlite,ETTh2,96,96,2021,0.290305,0.339166,0.210111,18917,49507,1.6312,69.6,19,L96
freqlite,ETTh2,96,96,2022,0.290336,0.339256,0.210195,18917,49507,1.5849,69.6,18,L96
freqlite,ETTh2,96,96,2023,0.290322,0.339150,0.210252,18917,49507,1.5639,69.6,20,L96
freqlite,ETTh2,96,192,2021,0.376500,0.391263,0.271856,37829,86371,1.6982,70.8,7,L96
freqlite,ETTh2,96,192,2022,0.376197,0.391291,0.271894,37829,86371,2.0116,70.8,20,L96
freqlite,ETTh2,96,192,2023,0.376419,0.391485,0.271784,37829,86371,2.1365,70.8,17,L96
freqlite,ETTh2,96,336,2021,0.415949,0.426893,0.357762,66197,141667,1.9997,73.0,19,L96
freqlite,ETTh2,96,336,2022,0.415977,0.426875,0.357710,66197,141667,1.6156,73.0,18,L96
freqlite,ETTh2,96,336,2023,0.415812,0.426768,0.357988,66197,141667,1.6040,73.0,20,L96
freqlite,ETTh2,96,720,2021,0.426596,0.442322,0.599243,141845,289123,1.4775,79.1,5,L96
freqlite,ETTh2,96,720,2022,0.423367,0.441476,0.599577,141845,289123,1.5421,79.1,6,L96
freqlite,ETTh2,96,720,2023,0.422154,0.440956,0.599863,141845,289123,1.4809,79.1,18,L96
freqlite,ETTm1,96,96,2021,0.352989,0.372914,0.409136,18917,49507,8.3006,69.6,4,L96
freqlite,ETTm1,96,96,2022,0.349799,0.371957,0.407732,18917,49507,8.1689,69.6,6,L96
freqlite,ETTm1,96,96,2023,0.350652,0.372304,0.408348,18917,49507,7.3633,69.6,6,L96
freqlite,ETTm1,96,192,2021,0.387539,0.388750,0.532550,37829,86371,6.8641,70.8,5,L96
freqlite,ETTm1,96,192,2022,0.390476,0.392317,0.536925,37829,86371,6.8768,70.8,5,L96
