model,dataset,lookback,horizon,mse_mean,mse_std,mae_mean,mae_std,params,flops,sec_per_epoch,peak_mem,n_seeds
patchtst,ETTh2,96,192,0.3762396666666667,0.005864509897112761,0.394236,0.003502586330128072,216450,0,3.0071999999999997,105.0,3
patchtst,ETTh2,96,336,0.42449699999999996,0.0014540010316365028,0.43211333333333335,0.0015357842730453334,327186,0,3.6921,107.2,3
patchtst,ETTh2,96,720,0.42522666666666664,0.009470893164497913,0.442594,0.004747277008981057,622482,0,3.583166666666667,112.93333333333334,3
patchtst,ETTh2,336,96,0.34567033333333336,0.015948703531426394,0.38153366666666666,0.007674829010038793,328866,0,4.180000000000001,154.1,3
patchtst,ETTh2,336,192,0.4227993333333333,0.02870040251169541,0.42856066666666665,0.012663013951399276,587010,0,3.3246,158.4,3
patchtst,ETTh2,336,336,0.43225933333333333,0.0056376094520047436,0.43965666666666664,0.0027921435015652867,974226,0,3.3462333333333336,165.1,3
patchtst,ETTh2,336,720,0.420989,0.016238843801207034,0.446801,0.008257911176562752,2006802,0,3.3841666666666668,183.4,3
patchtst,ETTm1,96,96,0.324235,0.003982926185607758,0.36366699999999996,0.0033861575568777122,142626,0,13.101533333333334,103.59999999999998,3
patchtst,ETTm1,96,192,0.3689256666666667,0.00279586450553908,0.39076099999999997,0.001634129431838258,216450,0,14.054333333333332,105.0,3
patchtst,ETTm1,96,336,0.391276,0.001488452888068696,0.40684899999999996,0.001063338140010008,327186,0,13.521166666666666,107.2,3
patchtst,ETTm1,96,720,0.45080499999999996,0.0015260629082708146,0.4419946666666667,0.000481166637801663,622482,0,13.8934,112.93333333333334,3
patchtst,ETTm1,336,96,0.30240666666666666,0.012889752687050808,0.35237333333333337,0.007716829033568985,328866,0,14.100466666666668,154.1,3
patchtst,ETTm1,336,192,0.3453176666666667,0.0014434362934792886,0.38109666666666664,0.0031744669368782745,587010,0,14.3302,158.4,3
patchtst,ETTm1,336,336,0.3809123333333333,0.01064456407436836,0.40103266666666665,0.0058721884620074214,974226,0,14.425333333333333,165.1,3
patchtst,ETTm1,336,720,0.42916166666666666,0.007424472394273756,0.43583666666666665,0.005781829842993781,2006802,0,15.1133,183.4,3
patchtst,ETTm2,96,96,0.1771883333333333,0.0009721117905536013,0.260581,0.0004504708647626496,142626,0,13.4303,103.59999999999998,3
patchtst,ETTm2,96,192,0.24461633333333332,0.002668634357369571,0.30420200000000003,0.0027087582025718277,216450,0,13.786200000000001,105.0,3
patchtst,ETTm2,96,336,0.310108,0.005413835885949994,0.34729499999999996,0.004615181361550154,327186,0,13.546533333333334,107.2,3
patchtst,ETTm2,96,720,0.4074423333333333,0.003777527277642535,0.40531,0.0031508314775627105,622482,0,14.149500000000002,112.93333333333334,3
patchtst,ETTm2,336,96,0.17685333333333333,0.002317635936322478,0.2623316666666667,0.0008924266543158332,328866,0,14.044933333333333,154.1,3
patchtst,ETTm2,336,192,0.242765,0.009259781638894082,0.30808300000000005,0.004908509244159571,587010,0,390.16976666666665,158.4,3
patchtst,ETTm2,336,336,0.31019100000000005,0.008733414681555016,0.34982566666666665,0.006376514904972237,974226,0,14.5785,165.1,3
patchtst,ETTm2,336,720,0.3869746666666667,0.007057148456234507,0.4028796666666667,0.006989589711373134,2006802,0,15.222999999999999,183.4,3
patchtst,weather,96,96,0.175462,0.0010559564384954542,0.21695033333333336,0.001438515322592475,142626,0,17.9865,171.0,3
patchtst,weather,96,192,0.22127966666666665,0.00020151757574300393,0.25792366666666666,0.00034549867341762035,216450,0,18.0819,172.9,3
patchtst,weather,96,336,0.2781576666666667,0.0007961044738809904,0.29859566666666665,0.00081785104593282,327186,0,18.201633333333334,175.9,3
patchtst,weather,96,720,0.3549873333333333,0.001153287619517938,0.3489443333333333,0.0008901159100551594,622482,0,21.84306666666667,184.1,3
patchtst,weather,336,96,0.14859633333333333,0.0010303209855832838,0.19656533333333334,0.0014610579500257154,328866,0,37.48876666666667,315.8,3
patchtst,weather,336,192,0.19504733333333335,0.0019841553198611437,0.24113766666666667,0.0013550591623000506,587010,0,37.839,320.7,3
patchtst,weather,336,336,0.24799366666666667,0.0016044651237510196,0.28316800000000003,0.004479754904009787,974226,0,38.51286666666667,327.8,3
patchtst,weather,336,720,0.329469,0.007946833583258196,0.3391383333333333,0.006202998092320645,2006802,0,40.124433333333336,350.3,3
rlinear,ETTh1,96,96,0.3909386666666667,0.00012987044826800093,0.39881733333333336,0.00011871113399059786,9314,18432,0.7514,69.1,3
rlinear,ETTh1,96,192,0.442558,0.0009338741885286282,0.4285756666666667,0.0010016897390576086,18626,36864,0.8906999999999999,69.8,3
rlinear,ETTh1,96,336,0.48555433333333337,0.00010354870029765456,0.450396,8.706893820414809e-05,32594,64512,1.0133333333333334,70.8,3
rlinear,ETTh1,96,720,0.4873053333333333,0.0001451148970069485,0.474418,8.729833904489809e-05,69842,138240,0.8035333333333333,74.3,3
rlinear,ETTh1,336,96,0.379075,0.0029542506664127087,0.399835,0.0025875942494912015,32354,64512,0.8657666666666666,70.1,3
rlinear,ETTh1,336,192,0.4118203333333333,0.0014326480144590168,0.41857799999999995,0.0010242270256149155,64706,129024,0.8747333333333334,71.1,3
rlinear,ETTh1,336,336,0.44203666666666663,0.00694597015062214,0.43971066666666664,0.005954696661739657,113234,225792,0.7419333333333333,72.7,3
rlinear,ETTh1,336,720,0.4492606666666667,0.0024182721793324425,0.46297666666666665,0.0019462636854581845,242642,483840,1.0491,77.7,3
rlinear,ETTh2,96,96,0.295338,0.00036629632812792837,0.344069,0.0002911511634872708,9314,18432,0.9254333333333333,69.1,3
rlinear,ETTh2,96,192,0.3815296666666667,1.4640127503979014e-05,0.3959876666666666,8.200812967828714e-05,18626,36864,0.8972333333333333,69.8,3
rlinear,ETTh2,96,336,0.42092666666666667,0.0001769783414243975,0.43088499999999996,0.00010916043239192613,32594,64512,1.0031,70.8,3
rlinear,ETTh2,96,720,0.4270083333333334,0.0001105637071254849,0.4446646666666667,8.789956389731561e-05,69842,138240,0.8494666666666667,74.3,3
rlinear,ETTh2,336,96,0.281282,0.00034568338114525024,0.3419993333333333,0.0004922340229335354,32354,64512,1.0326,70.1,3
rlinear,ETTh2,336,192,0.3488343333333333,0.013428412427883412,0.38590166666666664,0.006381340637619444,64706,129024,1.0446666666666669,71.1,3
rlinear,ETTh2,336,336,0.3689533333333333,0.0038068084182597615,0.40722566666666665,0.0019421447766151145,113234,225792,0.9719333333333333,72.7,3
rlinear,ETTh2,336,720,0.39654266666666665,0.0008903877432519868,0.43334333333333336,0.000257018157594605,242642,483840,0.8337,77.7,3
rlinear,ETTm1,96,96,0.3515253333333333,0.0007633225617871904,0.3730386666666667,0.0009287520300561136,9314,18432,3.1454,69.1,3
rlinear,ETTm1,96,192,0.39096766666666666,0.001228315241838721,0.3920093333333334,0.0011794966440534618,18626,36864,3.8453666666666666,69.8,3
rlinear,ETTm1,96,336,0.42381033333333334,0.0006995729649817179,0.4137773333333334,0.0006060184265625332,32594,64512,4.0355,70.8,3
rlinear,ETTm1,96,720,0.4868856666666666,0.0001377691305529993,0.44887733333333335,0.00034677994943959635,69842,138240,3.6335,74.3,3
rlinear,ETTm1,336,96,0.30491633333333334,0.003933630172414951,0.3462503333333333,0.0030639928742301928,32354,64512,3.678266666666667,70.1,3
rlinear,ETTm1,336,192,0.33829933333333334,0.0025447358081603175,0.3659153333333333,0.0025597324730005145,64706,129024,4.313833333333333,71.1,3
rlinear,ETTm1,336,336,0.3731583333333333,0.0007005014870315032,0.38589999999999997,0.0006469258071834812,113234,225792,3.5904333333333334,72.7,3
rlinear,ETTm1,336,720,0.4307636666666667,0.0027844685908326177,0.41814999999999997,0.00121045941691573,242642,483840,3.7715,77.7,3
rlinear,ETTm2,96,96,0.18258433333333332,5.76396854028081e-05,0.2656256666666667,0.00010279267159348021,9314,18432,3.6891666666666665,69.1,3
rlinear,ETTm2,96,192,0.247219,7.014983962917034e-05,0.305525,4.92747399790008e-05,18626,36864,4.024633333333333,69.8,3
rlinear,ETTm2,96,336,0.308492,0.0003277575323314279,0.3439813333333333,0.00024208744976418365,32594,64512,4.141333333333333,70.8,3
rlinear,ETTm2,96,720,0.40858533333333336,0.00012170592973778607,0.399408,7.291776189653964e-05,69842,138240,4.1480999999999995,74.3,3
rlinear,ETTm2,336,96,0.1658103333333333,4.781561809005795e-05,0.25529033333333334,6.747098141671462e-05,32354,64512,3.811666666666666,70.1,3
rlinear,ETTm2,336,192,0.22092966666666666,0.0003465058922057966,0.29241066666666665,4.0501028793536813e-05,64706,129024,4.088433333333334,71.1,3
rlinear,ETTm2,336,336,0.27465100000000003,0.00014422205101855755,0.3274616666666667,0.0001807880895781942,113234,225792,4.418433333333334,72.7,3
rlinear,ETTm2,336,720,0.36890133333333336,0.00016129889439589804,0.3842466666666667,7.912226825194776e-05,242642,483840,4.0722,77.7,3
rlinear,weather,96,96,0.1947023333333333,0.0003892252989379503,0.23394833333333334,0.00019953529345290624,9314,18432,4.2339,70.6,3
rlinear,weather,96,192,0.24003333333333332,0.000192086785941492,0.26995033333333335,0.00023945215249256412,18626,36864,4.580666666666667,72.8,3
rlinear,weather,96,336,0.291295,0.00044860115916033684,0.3062226666666667,7.221034090304408e-05,32594,64512,4.048166666666667,76.5,3
rlinear,weather,96,720,0.36402266666666666,0.00040272240232366494,0.3529166666666667,4.936935621752711e-05,69842,138240,4.7218,86.40000000000002,3
rlinear,weather,336,96,0.174651,0.0005127172710178518,0.22435400000000003,0.0005657534798832428,32354,64512,4.494866666666667,74.3,3
rlinear,weather,336,192,0.21778866666666666,0.0002475526879945634,0.260245,0.00015515476144804796,64706,129024,5.067266666666667,76.2,3
rlinear,weather,336,336,0.26523199999999997,2.2605309110939385e-05,0.2948153333333334,1.106044001537872e-05,113234,225792,4.7335,79.8,3
rlinear,weather,336,720,0.333434,0.0003656938610367851,0.3422336666666667,0.00039869829863360554,242642,483840,4.9889,91.09999999999998,3
