model,dataset,lookback,horizon,mse_mean,mse_std,mae_mean,mae_std,params,flops,sec_per_epoch,peak_mem,n_seeds
fits,ETTh2,336,336,0.36411299999999996,0.00040595196760207257,0.40136166666666667,0.00028685245917251434,7224,28224,0.9152999999999999,72.8,3
fits,ETTh2,336,720,0.3912676666666666,0.000337811091193483,0.4269596666666667,0.00022324948674817463,11352,44352,0.9794333333333333,76.1,3
fits,ETTm1,96,96,0.36248966666666665,0.0001885797797573779,0.3808856666666667,0.0003036714233070648,624,2304,3.8271,68.7,3
fits,ETTm1,96,192,0.397426,0.00019083238718836136,0.3966153333333333,0.0001320807833613025,936,3456,4.283933333333334,69.5,3
fits,ETTm1,96,336,0.42876633333333336,9.088637595001813e-05,0.4170673333333333,0.00014162038459677868,1404,5184,3.827166666666667,70.7,3
fits,ETTm1,96,720,0.48857233333333333,0.00012025944176377982,0.44993833333333333,0.0002278954438626432,2652,9792,4.776933333333333,73.9,3
fits,ETTm1,336,96,0.30365366666666666,0.0002860425376291889,0.345779,7.13372273080357e-05,4644,18144,3.9552,70.8,3
fits,ETTm1,336,192,0.3382083333333334,0.00031148408199030674,0.3656426666666667,0.0001365662232520591,5676,22176,4.1218,71.6,3
fits,ETTm1,336,336,0.3722286666666667,4.277070648628127e-05,0.384949,1.2489995996784844e-05,7224,28224,4.2603333333333335,72.8,3
fits,ETTm1,336,720,0.42753033333333335,9.237604307047257e-06,0.41634400000000005,1.6643316977121556e-05,11352,44352,4.417833333333333,76.1,3
fits,ETTm2,96,96,0.1857133333333333,0.00010280726303784882,0.26933666666666667,0.00013476028099309196,624,2304,3.2443333333333335,68.7,3
fits,ETTm2,96,192,0.248893,0.0001602154799012759,0.30712066666666665,0.0001578237413487834,936,3456,3.387166666666667,69.5,3
fits,ETTm2,96,336,0.3086276666666667,9.385804884680469e-05,0.3438833333333333,0.00013746757193368412,1404,5184,3.467966666666667,70.7,3
fits,ETTm2,96,720,0.4086,0.0003934615610196412,0.3986556666666667,0.00016411682830632022,2652,9792,4.1802,73.9,3
fits,ETTm2,336,96,0.1671126666666667,0.0002127682620442574,0.256365,1.4933184523067215e-05,4644,18144,3.8921333333333332,70.8,3
fits,ETTm2,336,192,0.22208899999999998,9.463614531458417e-05,0.2928406666666667,9.05336033378595e-05,5676,22176,4.2215,71.6,3
fits,ETTm2,336,336,0.2749173333333333,3.6073998022563326e-05,0.32704833333333333,4.705670338360302e-05,7224,28224,4.4606,72.8,3
fits,ETTm2,336,720,0.368333,4.769696007088189e-05,0.382885,5.288667128872898e-05,11352,44352,18.441033333333333,76.1,3
fits,weather,96,96,0.19730933333333334,9.672814137226631e-05,0.23750366666666667,5.688878038183476e-05,624,2304,5.184666666666667,71.9,3
fits,weather,96,192,0.24192333333333335,3.813572253587582e-05,0.27275,5.414794548272643e-05,936,3456,4.437733333333333,74.3,3
fits,weather,96,336,0.29354833333333336,7.130451131122915e-05,0.30859966666666666,2.103172207246317e-05,1404,5184,4.645333333333333,77.9,3
fits,weather,96,720,0.36614166666666664,2.354428451522294e-05,0.354999,2.6210684844173173e-05,2652,9792,4.6611,88.5,3
fits,weather,336,96,0.17633566666666667,4.39355588713075e-05,0.22761900000000002,7.280796659706634e-05,4644,18144,4.665166666666667,78.0,3
fits,weather,336,192,0.219283,7.008566187172746e-05,0.262539,4.46766158074121e-05,5676,22176,4.780633333333333,80.4,3
fits,weather,336,336,0.266599,2.5999999999991308e-05,0.29668933333333336,5.8286647985040805e-05,7224,28224,4.815966666666667,84.0,3
fits,weather,336,720,0.33434499999999995,4.457577817604073e-05,0.34339366666666665,3.868246803570636e-05,11352,44352,4.801200000000001,96.3,3
freqlite,ETTh1,96,96,0.3863223333333334,0.000420330029064468,0.3941426666666667,0.0003229680066714788,18917,49507,1.7838,69.6,3
freqlite,ETTh1,96,192,0.43734266666666666,0.00020164903504189108,0.423489,0.00011431972708157926,37829,86371,1.9986666666666668,70.8,3
freqlite,ETTh1,96,336,0.480788,7.858116822751474e-05,0.446089,4.028647415695013e-05,66197,141667,1.6244333333333334,73.0,3
freqlite,ETTh1,96,720,0.48225433333333334,8.391861136444028e-05,0.470445,3.686461718232296e-05,141845,289123,2.0239666666666665,79.1,3
freqlite,ETTh1,336,96,0.3733066666666667,0.0009180769757124556,0.3945093333333333,0.0005506744349734419,64997,185420,1.9221333333333332,72.5,3
freqlite,ETTh1,336,192,0.4096046666666667,0.005316235541558832,0.41679299999999997,0.005257701303801865,129989,314444,1.5522666666666665,74.0,3
freqlite,ETTh1,336,336,0.43169366666666664,0.0008306505482652406,0.430414,0.0008243548993000489,227477,507980,1.5760666666666667,76.8,3
